geotype,geoid,geoname,gwvoteimp,priority
county,39013,"Belmont County, Ohio",42.36,37.52
county,39015,"Brown County, Ohio",48.93,36.55
county,39017,"Butler County, Ohio",45.29,43.33
county,39019,"Carroll County, Ohio",46.29,42.26
county,39021,"Champaign County, Ohio",45.31,41.30
county,39023,"Clark County, Ohio",47.42,45.27
county,39025,"Clermont County, Ohio",47.81,47.32
county,39027,"Clinton County, Ohio",43.24,39.53
county,39029,"Columbiana County, Ohio",47.91,41.56
county,39031,"Coshocton County, Ohio",49.28,40.43
county,39033,"Crawford County, Ohio",44.75,40.23
county,39035,"Cuyahoga County, Ohio",61.74,59.98
county,39037,"Darke County, Ohio",46.86,42.26
county,39039,"Defiance County, Ohio",45.07,42.75
county,39041,"Delaware County, Ohio",53.24,50.71
county,39043,"Erie County, Ohio",47.32,48.89
county,39045,"Fairfield County, Ohio",53.38,44.96
county,39047,"Fayette County, Ohio",44.65,39.54
county,39049,"Franklin County, Ohio",52.43,61.75
county,39051,"Fulton County, Ohio",41.39,38.95
county,39053,"Gallia County, Ohio",53.24,32.32
county,39055,"Geauga County, Ohio",53.30,45.96
county,39057,"Greene County, Ohio",47.60,47.27
county,39059,"Guernsey County, Ohio",41.50,40.77
county,39061,"Hamilton County, Ohio",53.47,57.41
county,39063,"Hancock County, Ohio",47.30,42.71
county,39065,"Hardin County, Ohio",45.48,39.75
county,39067,"Harrison County, Ohio",42.23,38.86
county,39069,"Henry County, Ohio",43.47,40.11
county,39071,"Highland County, Ohio",44.16,39.01
county,39073,"Hocking County, Ohio",45.87,41.92
county,39075,"Holmes County, Ohio",51.38,46.49
county,39077,"Huron County, Ohio",43.50,39.75
county,39079,"Jackson County, Ohio",41.28,36.47
county,39081,"Jefferson County, Ohio",52.53,39.76
county,39083,"Knox County, Ohio",47.46,42.75
county,39085,"Lake County, Ohio",50.27,52.00
county,39087,"Lawrence County, Ohio",41.36,38.11
county,39089,"Licking County, Ohio",53.30,48.68
county,39091,"Logan County, Ohio",46.18,40.63
county,39093,"Lorain County, Ohio",50.77,49.50
county,39095,"Lucas County, Ohio",50.66,56.50
county,39097,"Madison County, Ohio",45.41,40.79
county,39099,"Mahoning County, Ohio",50.71,53.95
county,39101,"Marion County, Ohio",46.62,43.22
county,39103,"Medina County, Ohio",50.99,46.30
county,39105,"Meigs County, Ohio",48.17,31.44
county,39107,"Mercer County, Ohio",41.20,35.09
county,39109,"Miami County, Ohio",48.45,44.51
county,39111,"Monroe County, Ohio",52.13,32.18
county,39113,"Montgomery County, Ohio",52.43,46.77
county,39115,"Morgan County, Ohio",48.78,35.30
county,39117,"Morrow County, Ohio",46.06,42.15
county,39119,"Muskingum County, Ohio",48.76,40.58
county,39121,"Noble County, Ohio",46.35,39.80
county,39123,"Ottawa County, Ohio",45.02,41.39
county,39125,"Paulding County, Ohio",40.84,37.88
county,39127,"Perry County, Ohio",44.31,38.69
county,39129,"Pickaway County, Ohio",43.60,40.11
county,39131,"Pike County, Ohio",41.08,36.86
county,39133,"Portage County, Ohio",49.14,44.55
county,39135,"Preble County, Ohio",45.81,40.21
county,39137,"Putnam County, Ohio",41.61,36.14
county,39139,"Richland County, Ohio",44.07,41.09
county,39141,"Ross County, Ohio",46.20,42.49
county,39143,"Sandusky County, Ohio",42.44,39.73
county,39145,"Scioto County, Ohio",43.42,41.24
county,39147,"Seneca County, Ohio",49.49,45.47
county,39149,"Shelby County, Ohio",45.14,38.71
county,39151,"Stark County, Ohio",53.39,50.08
county,39153,"Summit County, Ohio",49.17,51.22
county,39155,"Trumbull County, Ohio",49.91,51.23
county,39157,"Tuscarawas County, Ohio",42.57,38.20
county,39159,"Union County, Ohio",50.65,46.17
county,39161,"Van Wert County, Ohio",41.22,36.03
county,39163,"Vinton County, Ohio",42.82,39.39
county,39165,"Warren County, Ohio",51.34,45.98
county,39167,"Washington County, Ohio",51.00,40.81
county,39169,"Wayne County, Ohio",46.35,42.37
county,39171,"Williams County, Ohio",46.69,42.18
county,39173,"Wood County, Ohio",50.99,47.59
county,39175,"Wyandot County, Ohio",43.32,38.59
county,40001,"Adair County, Oklahoma",48.35,44.71
county,40003,"Alfalfa County, Oklahoma",47.48,40.86
county,40005,"Atoka County, Oklahoma",52.77,40.88
county,40007,"Beaver County, Oklahoma",52.08,44.95
county,40009,"Beckham County, Oklahoma",49.34,43.83
county,40011,"Blaine County, Oklahoma",48.73,43.47
county,40013,"Bryan County, Oklahoma",46.16,41.43
county,40015,"Caddo County, Oklahoma",54.71,48.95
county,40017,"Canadian County, Oklahoma",51.14,43.98
county,40019,"Carter County, Oklahoma",49.62,44.87
county,40021,"Cherokee County, Oklahoma",53.95,49.32
county,40023,"Choctaw County, Oklahoma",57.64,39.51
county,40025,"Cimarron County, Oklahoma",49.33,43.39
county,40027,"Cleveland County, Oklahoma",53.78,49.36
county,40029,"Coal County, Oklahoma",48.91,44.47
county,40031,"Comanche County, Oklahoma",51.94,49.26
county,40033,"Cotton County, Oklahoma",46.84,41.30
county,40035,"Craig County, Oklahoma",50.91,45.83
county,40037,"Creek County, Oklahoma",53.20,48.95
county,40039,"Custer County, Oklahoma",51.31,45.49
county,40041,"Delaware County, Oklahoma",49.34,42.73
county,40043,"Dewey County, Oklahoma",46.69,40.32
county,40045,"Ellis County, Oklahoma",47.05,40.38
county,40047,"Garfield County, Oklahoma",50.21,46.51
county,40049,"Garvin County, Oklahoma",48.56,43.10
county,40051,"Grady County, Oklahoma",43.57,38.71
county,40053,"Grant County, Oklahoma",49.60,42.59
county,40055,"Greer County, Oklahoma",44.66,40.29
county,40057,"Harmon County, Oklahoma",52.65,49.00
county,40059,"Harper County, Oklahoma",45.85,39.88
county,40061,"Haskell County, Oklahoma",45.87,41.14
county,40063,"Hughes County, Oklahoma",46.62,42.49
county,40065,"Jackson County, Oklahoma",53.97,48.41
county,40067,"Jefferson County, Oklahoma",48.38,42.95
county,40069,"Johnston County, Oklahoma",48.76,42.37
county,40071,"Kay County, Oklahoma",47.25,42.20
county,40073,"Kingfisher County, Oklahoma",46.48,40.87
county,40075,"Kiowa County, Oklahoma",52.04,46.31
county,40077,"Latimer County, Oklahoma",43.38,39.51
county,40079,"Le Flore County, Oklahoma",49.33,41.61
county,40081,"Lincoln County, Oklahoma",47.87,41.46
county,40083,"Logan County, Oklahoma",53.40,48.16
county,40085,"Love County, Oklahoma",47.21,42.01
county,40087,"McClain County, Oklahoma",46.52,40.62
county,40089,"McCurtain County, Oklahoma",48.38,44.29
county,40091,"McIntosh County, Oklahoma",51.72,46.18
county,40093,"Major County, Oklahoma",49.67,42.08
county,40095,"Marshall County, Oklahoma",51.61,46.28
county,40097,"Mayes County, Oklahoma",54.53,39.22
county,40099,"Murray County, Oklahoma",43.09,40.43
county,40101,"Muskogee County, Oklahoma",53.93,43.10
county,40103,"Noble County, Oklahoma",59.39,37.04
county,40105,"Nowata County, Oklahoma",50.68,44.28
county,40107,"Okfuskee County, Oklahoma",51.44,47.68
county,40109,"Oklahoma County, Oklahoma",52.60,54.55
county,40111,"Okmulgee County, Oklahoma",48.50,44.99
county,40113,"Osage County, Oklahoma",50.49,44.95
county,40115,"Ottawa County, Oklahoma",47.92,44.65
county,40117,"Pawnee County, Oklahoma",49.32,38.15
county,40119,"Payne County, Oklahoma",50.20,47.24
county,40121,"Pittsburg County, Oklahoma",47.49,41.68
county,40123,"Pontotoc County, Oklahoma",50.12,45.81
county,40125,"Pottawatomie County, Oklahoma",46.99,41.24
county,40127,"Pushmataha County, Oklahoma",46.55,41.77
county,40129,"Roger Mills County, Oklahoma",46.77,39.74
county,40131,"Rogers County, Oklahoma",50.49,40.32
county,40133,"Seminole County, Oklahoma",51.12,43.19
county,40135,"Sequoyah County, Oklahoma",48.98,42.93
county,40137,"Stephens County, Oklahoma",46.58,42.14
county,40139,"Texas County, Oklahoma",51.11,47.88
county,40141,"Tillman County, Oklahoma",49.42,46.76
county,40143,"Tulsa County, Oklahoma",57.90,51.10
county,40145,"Wagoner County, Oklahoma",51.57,43.22
county,40147,"Washington County, Oklahoma",49.91,46.08
county,40149,"Washita County, Oklahoma",49.34,42.49
county,40151,"Woods County, Oklahoma",51.29,43.91
county,40153,"Woodward County, Oklahoma",48.53,41.09
county,41001,"Baker County, Oregon",51.29,47.50
county,41003,"Benton County, Oregon",64.98,63.78
county,41005,"Clackamas County, Oregon",55.03,52.32
county,41007,"Clatsop County, Oregon",60.74,58.82
county,41009,"Columbia County, Oregon",52.94,51.15
county,41011,"Coos County, Oregon",51.50,51.60
county,41013,"Crook County, Oregon",48.96,46.28
county,41015,"Curry County, Oregon",52.64,50.80
county,41017,"Deschutes County, Oregon",59.29,60.77
county,41019,"Douglas County, Oregon",50.40,46.11
county,41021,"Gilliam County, Oregon",51.85,47.90
county,41023,"Grant County, Oregon",49.50,45.13
county,41025,"Harney County, Oregon",51.03,46.54
county,41027,"Hood River County, Oregon",65.66,64.90
county,41029,"Jackson County, Oregon",52.55,51.33
county,41031,"Jefferson County, Oregon",59.59,56.58
county,41033,"Josephine County, Oregon",54.78,49.61
county,41035,"Klamath County, Oregon",48.11,44.20
county,41037,"Lake County, Oregon",50.65,46.24
county,41039,"Lane County, Oregon",63.61,59.72
county,41041,"Lincoln County, Oregon",60.36,58.15
county,41043,"Linn County, Oregon",51.65,50.15
county,41045,"Malheur County, Oregon",49.08,47.50
county,41047,"Marion County, Oregon",59.85,58.00
county,41049,"Morrow County, Oregon",59.88,41.27
county,41051,"Multnomah County, Oregon",69.94,73.06
county,41053,"Polk County, Oregon",59.40,56.92
county,41055,"Sherman County, Oregon",52.54,46.51
county,41057,"Tillamook County, Oregon",55.77,55.16
county,41059,"Umatilla County, Oregon",53.62,47.66
county,41061,"Union County, Oregon",55.27,49.83
county,41063,"Wallowa County, Oregon",54.28,51.38
county,41065,"Wasco County, Oregon",52.82,51.62
county,41067,"Washington County, Oregon",61.14,66.08
county,41069,"Wheeler County, Oregon",53.56,49.21
county,41071,"Yamhill County, Oregon",55.22,53.89
county,42001,"Adams County, Pennsylvania",53.46,44.34
county,42003,"Allegheny County, Pennsylvania",59.48,60.80
county,42005,"Armstrong County, Pennsylvania",54.06,39.76
county,42007,"Beaver County, Pennsylvania",56.58,45.98
county,42009,"Bedford County, Pennsylvania",48.00,38.44
county,42011,"Berks County, Pennsylvania",57.81,52.39
county,42013,"Blair County, Pennsylvania",47.40,40.55
county,42015,"Bradford County, Pennsylvania",51.17,43.63
county,42017,"Bucks County, Pennsylvania",59.75,50.08
county,42019,"Butler County, Pennsylvania",52.85,41.44
county,42021,"Cambria County, Pennsylvania",52.28,43.81
county,42023,"Cameron County, Pennsylvania",49.90,42.05
county,42025,"Carbon County, Pennsylvania",53.98,45.48
county,42027,"Centre County, Pennsylvania",60.27,51.07
county,42029,"Chester County, Pennsylvania",65.66,60.37
county,42031,"Clarion County, Pennsylvania",53.58,44.44
county,42033,"Clearfield County, Pennsylvania",53.62,45.29
county,42035,"Clinton County, Pennsylvania",53.40,45.46
county,42037,"Columbia County, Pennsylvania",52.99,43.35
county,42039,"Crawford County, Pennsylvania",51.06,42.80
county,42041,"Cumberland County, Pennsylvania",57.99,52.09
county,42043,"Dauphin County, Pennsylvania",60.67,55.67
county,42045,"Delaware County, Pennsylvania",61.89,59.92
county,42047,"Elk County, Pennsylvania",45.64,40.38
county,42049,"Erie County, Pennsylvania",49.58,49.13
county,42051,"Fayette County, Pennsylvania",50.15,43.23
county,42053,"Forest County, Pennsylvania",53.06,47.32
county,42055,"Franklin County, Pennsylvania",50.41,47.73
county,42057,"Fulton County, Pennsylvania",47.71,38.65
county,42059,"Greene County, Pennsylvania",59.00,37.83
county,42061,"Huntingdon County, Pennsylvania",49.32,42.43
county,42063,"Indiana County, Pennsylvania",58.70,38.48
county,42065,"Jefferson County, Pennsylvania",44.44,37.57
county,42067,"Juniata County, Pennsylvania",49.48,43.04
county,42069,"Lackawanna County, Pennsylvania",55.19,54.49
county,42071,"Lancaster County, Pennsylvania",54.43,46.14
county,42073,"Lawrence County, Pennsylvania",51.37,42.75
county,42075,"Lebanon County, Pennsylvania",53.31,51.67
county,42077,"Lehigh County, Pennsylvania",59.15,52.30
county,42079,"Luzerne County, Pennsylvania",58.24,47.50
county,42081,"Lycoming County, Pennsylvania",51.16,46.99
county,42083,"McKean County, Pennsylvania",49.02,42.09
county,42085,"Mercer County, Pennsylvania",51.81,44.84
county,42087,"Mifflin County, Pennsylvania",48.06,42.02
county,42089,"Monroe County, Pennsylvania",63.44,56.76
county,42091,"Montgomery County, Pennsylvania",58.50,60.50
county,42093,"Montour County, Pennsylvania",69.51,46.24
county,42095,"Northampton County, Pennsylvania",56.29,53.49
county,42097,"Northumberland County, Pennsylvania",52.85,43.62
county,42099,"Perry County, Pennsylvania",53.40,42.54
county,42101,"Philadelphia County, Pennsylvania",72.37,70.31
county,42103,"Pike County, Pennsylvania",59.42,51.43
county,42105,"Potter County, Pennsylvania",51.08,41.55
county,42107,"Schuylkill County, Pennsylvania",51.90,43.88
county,42109,"Snyder County, Pennsylvania",54.07,46.40
county,42111,"Somerset County, Pennsylvania",51.25,42.12
county,42113,"Sullivan County, Pennsylvania",50.21,42.71
county,42115,"Susquehanna County, Pennsylvania",49.42,40.82
county,42117,"Tioga County, Pennsylvania",51.16,41.12
county,42119,"Union County, Pennsylvania",56.93,49.88
county,42121,"Venango County, Pennsylvania",49.57,41.36
county,42123,"Warren County, Pennsylvania",50.55,42.90
county,42125,"Washington County, Pennsylvania",53.58,45.96
county,42127,"Wayne County, Pennsylvania",52.31,46.70
county,42129,"Westmoreland County, Pennsylvania",43.75,42.55
county,42131,"Wyoming County, Pennsylvania",50.55,42.42
county,42133,"York County, Pennsylvania",50.11,44.06
county,44001,"Bristol County, Rhode Island",54.12,54.56
county,44003,"Kent County, Rhode Island",51.94,53.88
county,44005,"Newport County, Rhode Island",55.82,56.33
county,44007,"Providence County, Rhode Island",63.14,60.24
county,44009,"Washington County, Rhode Island",53.27,55.21
county,45001,"Abbeville County, South Carolina",46.65,45.03
county,45003,"Aiken County, South Carolina",47.12,46.67
county,45005,"Allendale County, South Carolina",51.95,58.73
county,45007,"Anderson County, South Carolina",48.91,45.71
county,45009,"Bamberg County, South Carolina",55.48,54.56
county,45011,"Barnwell County, South Carolina",48.84,50.66
county,45013,"Beaufort County, South Carolina",51.89,49.28
county,45015,"Berkeley County, South Carolina",54.01,48.55
county,45017,"Calhoun County, South Carolina",48.63,47.14
county,45019,"Charleston County, South Carolina",56.02,55.18
county,45021,"Cherokee County, South Carolina",49.18,43.36
county,45023,"Chester County, South Carolina",51.79,52.41
county,45025,"Chesterfield County, South Carolina",47.94,45.53
county,45027,"Clarendon County, South Carolina",51.98,52.95
county,45029,"Colleton County, South Carolina",51.87,50.52
county,45031,"Darlington County, South Carolina",46.88,50.47
